41;B000DUMMY;roda dua;B 3953 EIL;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;BPP;13/07/2022 02:47;13/07/2022 02:47
42;B000DUMMY;roda dua;B 3475 EJY ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;SPI;13/07/2022 02:47;13/07/2022 02:47
43;B000DUMMY;roda dua;B 3847 ELN ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;DISTRIBUSI;13/07/2022 02:47;13/07/2022 02:47
44;B000DUMMY;roda dua;B 3800 EMC;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;PENGADAAN;13/07/2022 02:47;13/07/2022 02:47
45;B000DUMMY;roda dua;B 3928 EMC;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;SPI;13/07/2022 02:47;13/07/2022 02:47
46;B000DUMMY;roda dua;B 3937 EMC;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;DISTRIBUSI;13/07/2022 02:47;13/07/2022 02:47
47;B000DUMMY;roda dua;B 3832 EOP   ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;SEKPER;13/07/2022 02:47;13/07/2022 02:47
48;B000DUMMY;roda dua;B 3856 EOP    ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;DISTRIBUSI;13/07/2022 02:47;13/07/2022 02:47
49;B000DUMMY;roda dua;B 3803 ERS      ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;PEMASARAN;13/07/2022 02:47;13/07/2022 02:47
50;B000DUMMY;roda dua;B 3804 ERS      ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;DISTRIBUSI;13/07/2022 02:47;13/07/2022 02:47
51;B000DUMMY;roda dua;B 3805 ERS     ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;DISTRIBUSI;13/07/2022 02:47;13/07/2022 02:47
52;B000DUMMY;roda dua;B 3808 ERS    ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;DISTRIBUSI;13/07/2022 02:47;13/07/2022 02:47
53;B000DUMMY;roda dua;B 3817 ERS     ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;DISTRIBUSI;13/07/2022 02:47;13/07/2022 02:47
54;B000DUMMY;roda dua;B 3818 ERS      ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;DISTRIBUSI;13/07/2022 02:47;13/07/2022 02:47
55;B000DUMMY;roda dua;B 3820 ERS     ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;PRODUKSI;13/07/2022 02:47;13/07/2022 02:47
56;B000DUMMY;roda dua;B 3004 ESG     ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;PENGENDALIAN;13/07/2022 02:47;13/07/2022 02:47
57;B000DUMMY;roda dua;B 3971 ESF      ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;SEKPER;13/07/2022 02:47;13/07/2022 02:47
58;B000DUMMY;roda dua;B 3978 ESF      ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;SEKPER;13/07/2022 02:47;13/07/2022 02:47
59;B000DUMMY;roda dua;B 3982 ESF     ;B000DUMMY;B000DUMMY;Honda Vario 125 ;Dummy;1;;;SEKPER;13/07/2022 02:47;13/07/2022 02:47
